artist,song,date_certified,label,award
RICH HOMIE QUAN,"FLEX (OOH, OOH, OOH)","January 15, 2016",THINK IT'S A GAME RECORDS,2
ADAM LAMBERT,GHOST TOWN,"January 15, 2016",WARNER BROS RECORDS,0
THE FRAY,HOW TO SAVE A LIFE,"January 15, 2016",EPIC,3
JUSTIN BIEBER,I'LL SHOW YOU,"January 15, 2016",DEF JAM,1
FARRUKO,NENA FICHU,"January 14, 2016",SIENTE MUSIC,0
FARRUKO,PASSION WHINE,"January 14, 2016",SIENTE MUSIC,3
FARRUKO,SALGO,"January 14, 2016",SIENTE MUSIC,0
FARRUKO,SU HIJA ME GUSTA,"January 14, 2016",SIENTE MUSIC,2
FARRUKO,TITERITO,"January 14, 2016",SIENTE MUSIC,1
FARRUKO,TRAIME A TU AMIGA,"January 14, 2016",SIENTE MUSIC,2
FARRUKO,VA A SER ABUELA,"January 14, 2016",SIENTE MUSIC,0
ARONCHUPA,I'M AN ALBATRAOZ,"January 14, 2016",ULTRA RECORDS,0
FARRUKO,DIME QUE HAGO,"January 14, 2016",SIENTE MUSIC,0
FARRUKO,LEJOS DE AQUI,"January 14, 2016",SIENTE MUSIC,3
DEMI LOVATO,CONFIDENT,"January 11, 2016",HOLLYWOOD RECORDS & ISLAND RECORDS,1
JACK'S MANNEQUIN,DARK BLUE,"January 11, 2016",WARNER BROS RECORDS,0
MONTGOMERY GENTRY,WHERE I COME FROM,"January 8, 2016",AVERAGE JOES ENTERTAINMENT,0
COLE SWINDELL,HOPE YOU GET LONELY TONIGHT,"January 6, 2016",WARNER BROS.,1
MARC ANTHONY,VIVIR MI VIDA,"December 18, 2015",US LATIN,16
ILOVEMEMPHIS,HIT THE QUAN,"December 18, 2015",RECORDS / PALM TREE ENTERTAINMENT / RUSH HOUR ENTERTAINMENT,1
AJR,I'M READY,"December 17, 2015",AJR PRODUCTIONS / WARNER BROS. RECORDS,1
RIHANNA,UMBRELLA,"December 17, 2015",DEF JAM,6
DAN + SHAY,19 YOU + ME,"December 17, 2015",WARNER MUSIC NASHVILLE,1
FUTURE,HONEST,"December 16, 2015",EPIC,0
FUTURE FEAT. KANYE WEST,I WON,"December 16, 2015",EPIC,0
SKILLET,MONSTER,"December 16, 2015",ATLANTIC RECORDS,2
CHARLI XCX,BREAK THE RULES,"December 16, 2015",ATLANTIC,0
FITZ & THE TANTRUMS,MONEYGRABBER,"December 15, 2015",DANGERBIRD RECORDS,0
SILVERSUN PICKUPS,LAZY EYE,"December 15, 2015",DANGERBIRD RECORDS,1
CIARA,I BET,"December 15, 2015",EPIC,1
SILVERSUN PICKUPS,PANIC SWITCH,"December 15, 2015",DANGERBIRD RECORDS,0
HALESTORM,I MISS THE MISERY,"December 14, 2015",ATLANTIC,0
ICONA POP,I LOVE IT FEAT. CHARLI XCX,"December 14, 2015",ATLANTIC/BIG BEAT,4
COLDPLAY,A SKY FULL OF STARS,"December 14, 2015",ATLANTIC RECORDS / PARLOPHONE,2
SNOW PATROL,CHASING CARS,"December 14, 2015",A&M,5
CHARLI XCX,BOOM CLAP,"December 14, 2015",ATLANTIC RECORDS,2
FRANKIE BALLARD,SUNSHINE & WHISKEY,"December 14, 2015",WARNER BROS.,1
SARA BAREILLES,LOVE SONG,"December 11, 2015",EPIC,4
SARA BAREILLES,BRAVE,"December 11, 2015",EPIC,3
MEGHAN TRAINOR,LIPS ARE MOVIN,"December 11, 2015",EPIC,4
COLDPLAY,MAGIC,"December 11, 2015",ATLANTIC RECORDS / PARLOPHONE,1
JANELLE MONAE & JIDENNA,YOGA,"December 11, 2015",EPIC,0
KONGOS,COME WITH ME NOW,"December 11, 2015",EPIC,2
BASTILLE,FLAWS,"December 8, 2015",VIRGIN,0
TORI KELLY,NOBODY LOVE,"December 8, 2015",CAPITOL,0
TORI KELLY,SHOULD'VE BEEN US,"December 8, 2015",CAPITOL,0
SAM SMITH,NIRVANA,"December 8, 2015",CAPITOL,0
NAUGHTY BOY,LA LA LA,"December 8, 2015",CAPITOL,2
5 SECONDS OF SUMMER,SHE'S KINDA HOT,"December 8, 2015",CAPITOL,0
TAYLOR SWIFT,STYLE,"December 7, 2015","BIG MACHINE RECORDS, INC.",3
ELLIE GOULDING,ON MY MIND,"December 7, 2015",CHERRYTREE / INTERSCOPE,1
ZEDD,SPECTRUM,"December 7, 2015",INTERSCOPE,0
NICK JONAS,CHAINS,"December 7, 2015",ISLAND,2
RACHEL PLATTEN,FIGHT SONG,"December 4, 2015",COLUMBIA,3
FLORIDA GEORGIA LINE,DAYUM BABY,"December 2, 2015",REPUBLIC NASHVILLE,0
THOMAS RHETT,MAKE ME WANNA,"December 2, 2015",THE VALORY MUSIC CO,1
THOMAS RHETT,BEER WITH JESUS,"December 2, 2015",VALORY MUSIC GROUP,0
TAYLOR SWIFT,YOU'RE NOT SORRY,"December 2, 2015","BIG MACHINE RECORDS, INC.",1
JAMES BAY,HOLD BACK THE RIVER,"November 30, 2015",REPUBLIC RECORDS,0
MIGOS,VERSACE,"November 30, 2015",QUALITY CONTROL MUSIC,0
T-WAYNE,NASTY FREESTYLE,"November 30, 2015",300 ENTERTAINMENT,1
LADY GAGA,POKER FACE,"November 30, 2015",DREAMLINE/INTERSCOPE,10
FIFTH HARMONY,WORTH IT FEAT. KID INK,"November 25, 2015",EPIC,3
BREAKING BENJAMIN,THE DIARY OF JANE,"November 24, 2015",HOLLYWOOD RECORDS,2
BREAKING BENJAMIN,BLOW ME AWAY,"November 24, 2015",HOLLYWOOD RECORDS,0
BREAKING BENJAMIN,GIVE ME A SIGN,"November 24, 2015",HOLLYWOOD RECORDS,0
BREAKING BENJAMIN,BREATH,"November 24, 2015",HOLLYWOOD RECORDS,1
MACKLEMORE & RYAN LEWIS,"WHITE WALLS (FEAT. SCHOOLBOY Q, HOLLIS)","November 20, 2015","MACKLEMORE, LLC",2
MACKLEMORE & RYAN LEWIS,CAN'T HOLD US (FEAT. RAY DALTON),"November 19, 2015","MACKLEMORE, LLC",6
FALL OUT BOY,ALONE TOGETHER,"November 19, 2015",ISLAND,1
NICK JONAS,LEVELS,"November 19, 2015",ISLAND,0
FALL OUT BOY,UMA THURMAN,"November 19, 2015",ISLAND RECORDS,2
MACKLEMORE & RYAN LEWIS,WING$,"November 19, 2015","MACKLEMORE, LLC",0
MACKLEMORE & RYAN LEWIS,THRIFT SHOP (FEAT. WANZ),"November 19, 2015","MACKLEMORE, LLC",10
RIHANNA,DISTURBIA,"November 19, 2015",DEF JAM,6
X AMBASSADORS & JAMIE N COMMONS,JUNGLE,"November 19, 2015",KIDINACORNER / INTERSCOPE,0
MACKLEMORE & RYAN LEWIS,SAME LOVE (FEAT. MARY LAMBERT),"November 19, 2015","MACKLEMORE, LLC",3
FALL OUT BOY,AMERICA'S SUITEHEARTS,"November 19, 2015",ISLAND,0
DJ SNAKE & ALUNAGEORGE,YOU KNOW YOU LIKE IT,"November 19, 2015",INTERSCOPE,2
TY DOLLA $IGN,PARANOID FEAT. B.O.B.,"November 19, 2015",ATLANTIC RECORDS,1
DEORRO X CHRIS BROWN,FIVE MORE HOURS,"November 17, 2015",ULTRA RECORDS / RCA RECORDS,0
MATT MAHER,LORD I NEED YOU,"November 13, 2015",ESSENTIAL RECORDS,0
MILKY CHANCE,STOLEN DANCE,"November 13, 2015",REPUBLIC RECORDS,2
CASTING CROWNS,PRAISE YOU IN THIS STORM,"November 13, 2015",BEACH STREET / REUNION,1
RANDY HOUSER,LIKE A COWBOY,"November 13, 2015",STONEY CREEK RECORDS,0
LORDE,TEAM,"November 13, 2015",REPUBLIC RECORDS,4
TROOP 41,DO THE JOHN WALL,"November 11, 2015",KAIRIZMIC MUSIC,1
KATY PERRY,DARK HORSE,"October 29, 2015",CAPITOL RECORDS,10
ADRIAN MARCEL,2 AM,"October 28, 2015",REPUBLIC RECORDS,0
SIA,ELASTIC HEART,"October 28, 2015",RCA,2
PHIL WICKHAM,THIS IS AMAZING GRACE,"October 28, 2015",FAIR TRADE SERVICES,0
MILEY CYRUS,WRECKING BALL,"October 28, 2015",RCA,5
RED,BREATHE INTO ME,"October 26, 2015",ESSENTIAL RECORDS,0
BUILDING 429,WHERE I BELONG,"October 26, 2015",ESSENTIAL RECORDS,0
BRANDON HEATH,GIVE ME YOUR EYES,"October 26, 2015",REUNION RECORDS,1
J BALVIN FEAT. FARRUKO,6AM,"October 19, 2015",CAPITOL LATIN,10
J BALVIN,AY VAMOS,"October 19, 2015",CAPITOL LATIN,10
ZEDD,I WANT YOU TO KNOW (FEAT. SELENA GOMEZ),"October 19, 2015",INTERSCOPE,1
ELLIE GOULDING,BURN,"October 19, 2015",CHERRYTREE / INTERSCOPE,3
MARTIN GARRIX,ANIMALS,"October 16, 2015",REPUBLIC RECORDS,2
FALL OUT BOY,CENTURIES,"October 16, 2015",ISLAND RECORDS,4
BANKS,BEGGIN FOR THREAD,"October 16, 2015",HARVEST RECORDS,0
JAY-Z & KANYE WEST,GOTTA HAVE IT,"October 13, 2015",ROC NATION/ DEF JAM,1
JEREMIH,I LIKE,"October 13, 2015",DEF JAM,0
RICK ROSS,THE DEVIL IS A LIE,"October 13, 2015",DEF JAM,0
BIG SEAN,PARADISE,"October 13, 2015",DEF JAM,0
BON JOVI,IT'S MY LIFE,"October 13, 2015",ISLAND RECORDS,2
IGGY AZALEA,TROUBLE,"October 13, 2015",DEF JAM,0
RICK ROSS,HERE I AM,"October 13, 2015",DEF JAM,0
KANYE WEST,BLACK SKINHEAD,"October 13, 2015",DEF JAM,1
NICKI MINAJ,THE NIGHT IS STILL YOUNG,"October 13, 2015",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,1
AUGUST ALSINA,NO LOVE,"October 13, 2015",DEF JAM,1
R. CITY FEAT ADAM LEVINE,LOCKED AWAY,"October 2, 2015",RCA/KEMOSABE,1
FLO RIDA,JUMP FEAT. NELLY FURTADO,"October 1, 2015",ATLANTIC RECORDS,0
RICH HOMIE QUAN,WALK THRU,"September 30, 2015",THINK IT'S A GAME RECORDS,0
OMI,CHEERLEADER,"September 30, 2015",ULTRA RECORDS / LOUDER THAN LIFE / COLUMBIA RECORDS,3
TREVOR GUTHRIE,THIS IS WHAT IT FEELS LIKE,"September 28, 2015",ARMADA MUSIC B.V.,0
B.O.B.,WE STILL IN THIS BITCH FEAT. T.I. AND JUICY J,"September 23, 2015",ATLANTIC RECORDS,1
THOMAS RHETT,CRASH AND BURN,"September 23, 2015",THE VALORY MUSIC CO,1
DAVID GUETTA & SHOWTEK,BAD (FEAT VASSY),"September 15, 2015",PARLOPHONE / ATLANTIC RECORDS,0
BEA MILLER,FIRE N GOLD,"September 15, 2015",HOLLYWOOD RECORDS,0
BREAKING BENJAMIN,SO COLD,"September 15, 2015",HOLLYWOOD RECORDS,1
FLORIDA GEORGIA LINE,SUN DAZE,"September 15, 2015",REPUBLIC NASHVILLE,1
JUSTIN BIEBER,DOWN TO EARTH,"September 15, 2015",DEF JAM,0
DAVID CROWDER BAND,HOW HE LOVES,"September 11, 2015",SIXSTEPS RECORD / SPARROW RECORDS,1
ANDY GRAMMER,"HONEY, I'M GOOD","August 31, 2015",S-CURVE RECORDS,3
COLE SWINDELL,AIN'T WORTH THE WHISKEY,"August 31, 2015",WARNER BROS. RECORDS,1
CHILDISH GAMBINO,BONFIRE,"August 27, 2015",GLASSNOTE ENTERTAINMENT GROUP LLC,0
CHILDISH GAMBINO,SWEATPANTS,"August 27, 2015",GLASSNOTE ENTERTAINMENT GROUP LLC,0
TIM MCGRAW,MEANWHILE BACK AT MAMA'S,"August 25, 2015","BIG MACHINE RECORDS, INC.",1
AVICII,WAKE ME UP,"August 25, 2015",ISLAND,6
AVICII,THE NIGHTS,"August 25, 2015",ISLAND RECORDS,0
RASCAL FLATTS,REWIND,"August 25, 2015","BIG MACHINE RECORDS, INC.",1
IDINA MENZEL,LET IT GO,"August 25, 2015",WALT DISNEY RECORDS,8
MEGHAN TRAINOR,TITLE,"August 21, 2015",EPIC,0
ICONA POP,ALL NIGHT,"August 21, 2015",ATLANTIC RECORDS,0
FUTURE FEAT PHARRELL & PUSHA T,MOVE THAT DOPE,"August 19, 2015",EPIC,0
YO GOTTI FEAT. JEEZY & YG,ACT RIGHT,"August 19, 2015",EPIC,0
YO GOTTI FEAT. RICH HOMIE QUAN,I KNOW,"August 19, 2015",EPIC,0
NATALIE LA ROSE,SOMEBODY,"August 17, 2015",REPUBLIC RECORDS,2
JAY-Z,TOM FORD,"August 17, 2015",DEF JAM,1
NICKI MINAJ,ONLY,"August 17, 2015",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
K CAMP,CUT HER OFF,"August 17, 2015",FAMILY TIES ENTERTAINMENT / EMPIRE / INTERSCOPE RECORDS,1
OWL CITY,FIREFLIES,"August 17, 2015",REPUBLIC RECORDS,7
2 CHAINZ,FEDS WATCHING,"August 17, 2015",DEF JAM,0
AUGUST ALSINA,NUMB,"August 17, 2015",DEF JAM,0
THE WEEKND,WICKED GAMES,"August 17, 2015",REPUBLIC RECORDS / XO RECORDS,2
JAY-Z,PART II (ON THE RUN),"August 17, 2015",DEF JAM,0
MADDIE & TAE,GIRL IN A COUNTRY SONG,"August 12, 2015",DOT,1
CARRIE UNDERWOOD,"JESUS, TAKE THE WHEEL","August 10, 2015",19 RECORDINGS LIMITED / ARISTA NASHVILLE,3
CARRIE UNDERWOOD,ALL-AMERICAN GIRL,"August 10, 2015",ARISTA NASHVILLE,2
CARRIE UNDERWOOD,BLOWN AWAY,"August 10, 2015",19 RECORDINGS LIMITED / ARISTA NASHVILLE,3
CARRIE UNDERWOOD,BEFORE HE CHEATS,"August 10, 2015",ARISTA NASHVILLE,5
CARRIE UNDERWOOD,WASTED,"August 10, 2015",ARISTA NASHVILLE,1
CARRIE UNDERWOOD,LITTLE TOY GUNS,"August 10, 2015",19 RECORDINGS LIMITED / ARISTA NASHVILLE,0
CARRIE UNDERWOOD,SEE YOU AGAIN,"August 10, 2015",19 RECORDINGS LIMITED / ARISTA NASHVILLE,1
BIRDY,SKINNY LOVE,"August 7, 2015",ATLANTIC RECORDS,1
TIM MCGRAW,SHOTGUN RIDER,"August 7, 2015","BIG MACHINE RECORDS, INC.",1
JUSTIN MOORE,IF HEAVEN WASN'T SO FAR AWAY,"July 31, 2015",THE VALORY MUSIC CO,1
KANYE WEST,ONLY ONE,"July 28, 2015",DEF JAM,0
TREY SONGZ,2 REASONS,"July 28, 2015",ATLANTIC RECORDS,0
DAVID GUETTA,DANGEROUS,"July 28, 2015",PARLOPHONE / ATLANTIC RECORDS,0
KANYE WEST,ALL DAY,"July 28, 2015",DEF JAM,0
KATY PERRY,E.T.,"July 27, 2015",CAPITOL RECORDS,8
PARAMORE,MISERY BUSINESS,"July 27, 2015",FUELED BY RAMEN / ATLANTIC,3
5 SECONDS OF SUMMER,SHE LOOKS SO PERFECT,"July 27, 2015",CAPITOL RECORDS,2
TOVE LO,TALKING BODY,"July 27, 2015",ISLAND RECORDS,2
FALL OUT BOY,MY SONGS KNOW WHAT YOU DID IN THE DARK (LIGHT EM UP),"July 27, 2015",ISLAND RECORDS,5
KATY PERRY,BIRTHDAY,"July 27, 2015",CAPITOL RECORDS,1
NICK JONAS,JEALOUS,"July 27, 2015",ISLAND RECORDS / SAFE HOUSE RECORDS,3
SHAWN MENDES,LIFE OF THE PARTY,"July 27, 2015",ISLAND RECORDS,1
PARAMORE,STILL INTO YOU,"July 27, 2015",FUELED BY RAMEN / ATLANTIC,2
5 SECONDS OF SUMMER,DON'T STOP,"July 27, 2015",CAPITOL RECORDS,0
ZAC BROWN BAND,HOMEGROWN,"July 27, 2015",JOHN VARVATOS / REPUBLIC RECORDS,1
PARAMORE,AIN'T IT FUN,"July 27, 2015",FUELED BY RAMEN,2
PENTATONIX FEAT. LINDSEY STIRLING,RADIOACTIVE,"July 23, 2015",RCA RECORDS,0
KELLY CLARKSON,HEARTBEAT SONG,"July 23, 2015",RCA RECORDS,1
PENTATONIX,DAFT PUNK,"July 23, 2015",RCA RECORDS,0
PITBULL FEAT KESHA,TIMBER,"July 23, 2015",RCA RECORDS,6
USHER FEAT. JUICY J,I DON'T MIND,"July 23, 2015",RCA RECORDS,2
MEEK MILL,AMEN,"July 22, 2015",ATLANTIC RECORDS,0
TREY SONGZ,NA NA,"July 22, 2015",ATLANTIC RECORDS,1
TREY SONGZ,HEART ATTACK,"July 22, 2015",ATLANTIC RECORDS,1
BRAD PAISLEY,THEN,"July 16, 2015",ARISTA NASHVILLE,2
BRAD PAISLEY,I'M STILL A GUY,"July 16, 2015",ARISTA NASHVILLE,1
BRAD PAISLEY FEAT. ALISON KRAUSS,WHISKEY LULLABY,"July 16, 2015",ARISTA NASHVILLE,2
BRAD PAISLEY,SHE'S EVERYTHING,"July 16, 2015",ARISTA NASHVILLE,2
BRAD PAISLEY,MUD ON THE TIRES,"July 16, 2015",ARISTA NASHVILLE,1
BRAD PAISLEY,TICKS,"July 15, 2015",ARISTA NASHVILLE,1
TREY SONGZ,SAY AAH (FEAT. FABOLOUS),"July 15, 2015",ATLANTIC,2
BRAD PAISLEY FEAT. DOLLY PARTON,WHEN I GET WHERE I'M GOING,"July 15, 2015",ARISTA NASHVILLE,1
TAYLOR SWIFT,NEVER GROW UP,"July 13, 2015","BIG MACHINE RECORDS, INC.",0
ELLIE GOULDING,LIGHTS,"July 13, 2015",INTERSCOPE / GEFFEN / A&M,5
GEORGE EZRA,BUDAPEST,"July 13, 2015",COLUMBIA,1
THOMAS RHETT,IT GOES LIKE THIS,"July 13, 2015",THE VALORY MUSIC CO,2
J BALVIN,SOLA,"July 13, 2015",CAPITOL LATIN,0
J BALVIN,TRANQUILA,"July 13, 2015",CAPITOL LATIN,1
CHRISTINA PERRI,ARMS,"July 13, 2015",ATLANTIC,1
J BALVIN,YO TE LO DIJE,"July 13, 2015",CAPITOL LATIN,2
BRANTLEY GILBERT,MY KIND OF CRAZY,"July 13, 2015",THE VALORY MUSIC CO,0
PARMALEE,CAROLINA,"July 9, 2015",STONEY CREEK RECORDS,1
WALK THE MOON,SHUT UP AND DANCE,"July 8, 2015",RCA RECORDS,3
BECKY G,SHOWER,"July 8, 2015",KEMOSABE RECORDS / COLUMBIA,2
SKILLET,AWAKE AND ALIVE,"July 7, 2015",ATLANTIC,1
NEEDTOBREATHE,SOMETHING BEAUTIFUL,"July 7, 2015",ATLANTIC RECORDS,0
IMAGINE DRAGONS,RADIOACTIVE,"July 6, 2015",KIDINAKORNER / INTERSCOPE RECORDS,10
CHRISTINA PERRI,A THOUSAND YEARS PT 2,"July 2, 2015",ATLANTIC RECORDS,0
TOBYMAC,LOSE MY SOUL,"July 1, 2015",FOREFRONT RECORDS,0
FLO RIDA,RIGHT ROUND,"July 1, 2015",POE BOY/ATLANTIC,6
RIHANNA,YOU DA ONE,"June 30, 2015",DEF JAM,2
RIHANNA,SOS,"June 30, 2015",DEF JAM,2
RIHANNA,UNFAITHFUL,"June 30, 2015",DEF JAM,3
RIHANNA,ONLY GIRL (IN THE WORLD),"June 30, 2015",DEF JAM,6
RIHANNA,TALK THAT TALK,"June 30, 2015",DEF JAM,1
RIHANNA,SHUT UP AND DRIVE,"June 30, 2015",DEF JAM,2
GUNGOR,BEAUTIFUL THINGS,"June 30, 2015",BRASH MUSIC,0
RIHANNA,CHEERS (DRINK TO THAT),"June 30, 2015",DEF JAM,2
RIHANNA,ROCKSTAR 101,"June 30, 2015",DEF JAM,1
RIHANNA,BREAK IT OFF,"June 30, 2015",DEF JAM,0
RIHANNA,POUR IT UP,"June 30, 2015",DEF JAM,2
RIHANNA,RUDE BOY,"June 30, 2015",DEF JAM,5
RIHANNA,CALIFORNIA KING BED,"June 30, 2015",DEF JAM,2
RIHANNA,DON'T STOP THE MUSIC,"June 30, 2015",DEF JAM,4
RIHANNA,HARD,"June 30, 2015",DEF JAM,2
RIHANNA,RIGHT NOW,"June 30, 2015",DEF JAM,0
RIHANNA,WHERE HAVE YOU BEEN,"June 30, 2015",DEF JAM,4
RIHANNA,WHAT'S MY NAME,"June 30, 2015",DEF JAM,6
RIHANNA,IF IT'S LOVIN' THAT YOU WANT,"June 30, 2015",DEF JAM,0
RIHANNA,MAN DOWN,"June 30, 2015",DEF JAM,2
RIHANNA,WE FOUND LOVE,"June 30, 2015",DEF JAM,9
RIHANNA,TE AMO,"June 30, 2015",DEF JAM,0
RIHANNA,REHAB,"June 30, 2015",DEF JAM,2
AARON SHUST,MY SAVIOR MY GOD,"June 30, 2015",BRASH MUSIC,0
REBA MC ENTIRE,TURN ON THE RADIO,"June 30, 2015",VALORY MUSIC GROUP,0
RIHANNA,WE RIDE,"June 30, 2015",DEF JAM,0
RIHANNA,HATE THAT I LOVE YOU,"June 30, 2015",DEF JAM,2
FIFTH HARMONY,BO$$,"June 26, 2015",EPIC,1
FIFTH HARMONY,SLEDGEHAMMER,"June 26, 2015",EPIC,1
DUSTIN LYNCH,WHERE IT'S AT,"June 26, 2015",BROKEN BOW,1
CASTING CROWNS,GLORIOUS DAY (LIVING HE LOVED ME),"June 25, 2015",BEACH STREET RECORDS / REUNION RECORDS,0
DJ KHALED,"ALL I DO IS WIN (FEAT. T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS","June 19, 2015",E1 ENTERTAINMENT,3
ELI YOUNG BAND,DUST,"June 17, 2015",REPUBLIC NASHVILLE,0
FLORIDA GEORGIA LINE,ROUND HERE,"June 17, 2015",REPUBLIC NASHVILLE,2
ARIANA GRANDE,PROBLEM,"June 15, 2015",REPUBLIC RECORDS,6
TIESTO,WASTED,"June 15, 2015",CASABLANCA,1
ATLAS GENIUS,TROJANS,"June 15, 2015",WARNER BROS RECORDS,0
FLORENCE & THE MACHINE,DOG DAYS ARE OVER,"June 15, 2015",REPUBLIC RECORDS,4
MIRANDA LAMBERT,LITTLE RED WAGON,"June 15, 2015",RCA RECORDS LABEL NASHVILLE,0
BLAKE SHELTON,HONEY BEE,"June 11, 2015",WARNER BROS. NASHVILLE,3
JASON ALDEAN,WHEN SHE SAYS BABY,"June 10, 2015",BROKEN BOW,1
JASON ALDEAN,JUST GETTIN' STARTED,"June 10, 2015",BROKEN BOW RECORDS,0
BLAKE SHELTON,AUSTIN,"June 9, 2015",WARNER BROS. RECORDS,1
THEORY OF A DEADMAN,HATE MY LIFE,"June 9, 2015",ROADRUNNER,0
BLAKE SHELTON,GOD GAVE ME YOU,"June 8, 2015",WARNER BROS. RECORDS,3
BLAKE SHELTON,DRINK ON IT,"June 8, 2015",WARNER BROS. NASHVILLE,1
MISTERWIVES,REFLECTIONS,"June 8, 2015",PHOTO FINISH / REPUBLIC RECORDS,0
BLAKE SHELTON,OVER,"June 8, 2015",WARNER BROS. RECORDS,1
HOPSIN,SAG MY PANTS,"June 5, 2015",FUNK VOLUME,0
HOPSIN,ILL MIND OF HOPSIN 5,"June 5, 2015",FUNK VOLUME,0
EPIC RAP BATTLES OF HISTORY,ABE LINCOLN VS CHUCK NORRIS,"June 4, 2015",MAKER,0
EPIC RAP BATTLES OF HISTORY,MR T VS MR ROGERS,"June 4, 2015",MAKER,0
DJ KHALED,"HOLD YOU DOWN (FEAT. CHRIS BROWN, AUGUST ALSINA, FUTURE & JEREMIH)","June 4, 2015",WE THE BEST MUSIC GROUP,0
EPIC RAP BATTLES OF HISTORY,MARIO BROS VS WRIGHT BROTHERS,"June 4, 2015",MAKER,0
DIERKS BENTLEY,SAY YOU DO,"June 3, 2015",CAPITOL RECORDS NASHVILLE,0
BILLY CURRINGTON,WE ARE TONIGHT,"June 3, 2015",MERCURY RECORDS NASHVILLE,0
BLEACHERS,I WANNA GET BETTER,"June 2, 2015",RCA RECORDS,0
MIGUEL,ADORN,"June 2, 2015",RCA RECORDS,2
ARIANA GRANDE,ONE LAST TIME,"May 29, 2015",REPUBLIC RECORDS,1
AUGUST ALSINA,GHETTO,"May 29, 2015",DEF JAM,0
LADY GAGA,DO WHAT U WANT,"May 29, 2015",STREAMLINE / INTERSCOPE,1
LADY GAGA,JUST DANCE,"May 29, 2015",STREAMLINE / KONLIVE / CHERRYTREE / INTERSCOPE,8
LADY GAGA,APPLAUSE,"May 29, 2015",STREAMLINE / KONLIVE / CHERRYTREE / INTERSCOPE,3
LADY GAGA,BAD ROMANCE,"May 29, 2015",STREAMLINE / INTERSCOPE,11
JAY-Z,99 PROBLEMS,"May 29, 2015",ISLAND/DEF JAM,2
BIG SEAN,GUAP,"May 29, 2015",DEF JAM,1
IGGY AZALEA,BEG FOR IT,"May 29, 2015",DEF JAM,1
KID CUDI,DAY 'N' NITE (NIGHTMARE),"May 29, 2015",REPUBLIC RECORDS,3
SUM 41,THE HELL SONG,"May 29, 2015",ISLAND RECORDS,0
SAGE THE GEMINI,GAS PEDAL,"May 22, 2015",REPUBLIC RECORDS,2
SAGE THE GEMINI,RED NOSE,"May 22, 2015",REPUBLIC RECORDS,1
MUMFORD & SONS,BELIEVE,"May 21, 2015",GLASSNOTE ENTERTAINMENT GROUP LLC,0
SAM SMITH,MONEY ON MY MIND,"May 20, 2015",CAPITOL,0
SAM SMITH,LEAVE YOUR LOVER,"May 20, 2015",CAPITOL,0
KID INK,HELL & BACK,"May 18, 2015",THA ALUMNI,0
ELLIE GOULDING,LOVE ME LIKE YOU DO,"May 15, 2015",CHERRYTREE / INTERSCOPE / REPUBLIC,2
SHEPPARD,GERONIMO,"May 15, 2015",REPUBLIC RECORDS.,1
MIGOS,FIGHT NIGHT,"May 14, 2015",QUALITY CONTROL MUSIC / 300 ENTERTAINMENT,0
T-PAIN FEAT. B.O.B.,UP DOWN (DO THIS ALL DAY),"May 14, 2015",RCA RECORDS,1
AARON LEWIS,COUNTRY BOY FEAT. GEORGE JONES & CHARLIE DANIELS,"May 13, 2015",R&J RECORDS,1
FUTURE,MAGIC (REMIX) FT. T.I.,"May 13, 2015",EPIC,0
BLAKE SHELTON,SURE BE COOL IF YOU DID,"May 8, 2015",WARNER BROS. RECORDS,2
BLAKE SHELTON,BOYS 'ROUND HERE (FEATURING PISTOL ANNIES AND FRIENDS),"May 8, 2015",WARNER BROS. RECORDS,3
SCOTTY MCCREERY,FEELIN' IT,"May 6, 2015",MERCURY / INTERSCOPE RECORDS,0
NEWSBOYS,GOD'S NOT DEAD (LIKE A LION),"May 4, 2015",INPOP RECORDS,1
BIG DATA,DANGEROUS (FEAT. JOYWAVE),"May 1, 2015",WARNER BROS. RECORDS,0
DOWNTOWN FICTION,I JUST WANNA RUN,"April 30, 2015",ATLANTIC / PHOTO FINISH RECORDS,0
THE KILLERS,SOMEBODY TOLD ME,"April 30, 2015",ISLAND,3
AMERICAN AUTHORS,BEST DAY OF MY LIFE,"April 30, 2015",ISLAND,3
FUTURE,TURN ON THE LIGHTS,"April 30, 2015",EPIC,1
FLORIDA GEORGIA LINE,DIRT,"April 30, 2015",REPUBLIC NASHVILLE,2
ARIANA GRANDE,BREAK FREE,"April 28, 2015",REPUBLIC RECORDS,3
CHRIS YOUNG,LONELY EYES,"April 17, 2015",RCA RECORDS LABEL NASHVILLE,0
CALVIN HARRIS,OUTSIDE,"April 17, 2015",COLUMBIA,1
TYLER FARR,A GUY WALKS INTO A BAR,"April 17, 2015",COLUMBIA NASHVILLE,0
TAYLOR SWIFT,LOVE STORY,"April 16, 2015","BIG MACHINE RECORDS, INC.",8
ALL TIME LOW,"DEAR MARIA, COUNT ME IN","April 14, 2015",HOPELESS RECORDS,1
SHINEDOWN,SECOND CHANCE,"April 14, 2015",ATLANTIC,3
KATY PERRY,THIS IS HOW WE DO,"April 13, 2015",CAPITOL RECORDS,1
NE-YO,SHE KNOWS,"April 13, 2015",MOTOWN FRONTLINE,1
